label,sms,processed_sms
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,urgent please call landline abta complimentary tenerife holiday cash await collection sae tcs box cwwx ppm
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,unfortunately ive found pick sister airport evening dont think ill going try go one th
ham,My sister cleared two round in birla soft yesterday.,sister cleared two round birla soft yesterday
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.,u studying sch going home anyway ill b going sch later
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
ham,Shall call now dear having food,shall call dear food
ham,Thanks love. But am i doing torch or bold.,thanks love torch bold
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,wil ltgt minutes got space
ham,Probably a couple hours tops,probably couple hours tops
ham,Ambrith..madurai..met u in arun dha marrge..remembr?,ambrithmaduraimet u arun dha marrgeremembr
ham,Hey leave it. not a big deal:-) take care.,hey leave big deal take care
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,ur balance ur next question sang uptown girl answer txt ur answer good luck
ham,Somebody set up a website where you can play hold em using eve online spacebucks,somebody set website play hold em using eve online spacebucks
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ah poop looks like ill prob send laptop get fixed cuz gpu problem
ham,Ü bot notes oredi... Cos i juz rem i got...,bot notes oredi cos juz rem got
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,thats said bad dat e gals know u wat u
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose redred bloodblood heartheart u u send tis ur friends including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee,hey late im amk need drink tea coffee
ham,Genius what's up. How your brother. Pls send his number to my skype.,genius whats brother pls send number skype
ham,Yes:)from last week itself i'm taking live call.,yesfrom last week im taking live call
ham,Yes:)here tv is always available in work place..,yeshere tv always available work place
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,link picture sent also use httpaltocoukwavewaveaspo
ham,No message..no responce..what happend?,messageno responcewhat happend
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,reason weve spoken year anyways great week best exam
ham,Every day i use to sleep after  &lt;#&gt;  so only.,every day use sleep ltgt
ham,There's no point hangin on to mr not right if he's not makin u happy,theres point hangin mr right hes makin u happy
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?",nah wednesday bring mini cheetos bag
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),nice line said broken heart plz dont cum times infront wise trust u good
ham,IM LATE TELLMISS IM ON MY WAY,im late tellmiss im way
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,married local women looking discreet action real matches instantly phone text match msg cost p stop txt stop bcmsfwcnxx
ham,"Sorry da thangam, very very sorry i am held up with prasad.",sorry da thangam sorry held prasad
ham,What you doing?how are you?,doinghow
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,carlos says hell mu ltgt minutes
ham,LOL ... Have you made plans for new years?,lol made plans new years
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",haha awesome ive u couple times alls coming
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",specially selected receive award call lines close cost ppm tcs apply ag promo
ham,Are you the cutest girl in the world or what,cutest girl world
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,looks like u wil b getting headstart im leaving bout ish u r desperate company could head earlierwe goin meet rummer
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
ham,"Hey babe, my friend had to cancel, still up for a visit ?",hey babe friend cancel still visit
ham,"""Thinking of u ;) x""",thinking u x
ham,"K I'm leaving soon, be there a little after 9",k im leaving soon little
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi spoke maneesha v wed like know satisfied experience reply toll free yes
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg one thing another cat worms bad day end
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study
ham,I tagged MY friends that you seemed to count as YOUR friends.,tagged friends seemed count friends
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",got hella gas money want go grand nature adventure galileo little bit
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,dai downloaded exe file run exe installing
ham,"Yeah, we got one lined up for us",yeah got one lined us
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,talk atleast day otherwise miss best friend world shakespeare shesil ltgt
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,show ur colours euro offer get england flag lions tone ur phone click following service message info
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,dear dave final notice collect tenerife holiday cash award call landline tcs sae box cwwx ppm
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv infowwwpercentrealcom
ham,If you're not in my car in an hour and a half I'm going apeshit,youre car hour half im going apeshit
ham,What???? Hello wats talks email address?,hello wats talks email address
ham,K:)i will give my kvb acc details:),ki give kvb acc details
ham,I've reached home finally...,ive reached home finally
ham,"Great. I'm in church now, will holla when i get out",great im church holla get
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,im saying havent explicitly told nora know someone im probably gonna bother
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasies call p per min ntt ltd po box croydon cr wb k
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,free unlimited hardcore porn direct mobile txt porn get free access hrs chrgdp per day txt stop exit msg free
ham,Super da:)good replacement for murali,super dagood replacement murali
ham,Am I the only one who doesn't stalk profiles?,one doesnt stalk profiles
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,poking man everyday teach canada abi saying hi
ham,Jay says that you're a double-faggot,jay says youre doublefaggot
ham,COME BACK TO TAMPA FFFFUUUUUUU,come back tampa ffffuuuuuuu
ham,I'm at home. Please call,im home please call
ham,"I'll see, but prolly yeah",ill see prolly yeah
ham,Why are u up so early?,u early
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea
ham,Thought praps you meant another one. Goodo! I'll look tomorrow ,thought praps meant another one goodo ill look tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx
ham,Otherwise had part time job na-tuition..,otherwise part time job natuition
ham,Ok lor.,ok lor
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,got job wiproyou get every thing life years
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problms litres watrdayno diseases snd ths u care
